id,song_title,song_artist,label
T2_TRAIN_0109,No Me Digas Que No,Enrique Iglesias (Ft. Wisin & Yandel),S
T2_TRAIN_0110,Bajo presión,Khan,NR
T2_TRAIN_0111,El Andariego,Cornelio Reyna,H
T2_TRAIN_0112,Caretas,Ismael Miranda,NR
T2_TRAIN_0113,No Te Equivoques,The Rudeboyz (Ft. Greeicy),S
T2_TRAIN_0114,Si nos dejan,José Alfredo Jiménez,NR
T2_TRAIN_0115,LO QUE QUIERAS,Eslabon Armado,S
T2_TRAIN_0116,Clave Privada,Los Tucanes De Tijuana,NR
T2_TRAIN_0117,Que nada nos cambie,(Me Llamo) Sebastián,NR
T2_TRAIN_0118,Ranchero y gallardo,El Komander,S
T2_TRAIN_0119,Un Get,Ozuna,S
T2_TRAIN_0120,FEKA,"De La Ghetto, El Alfa & Miky Woodz",V
T2_TRAIN_0121,Que Tu Sabes De Esto,PJ Sin Suela (Ft. Myke Towers),NR
T2_TRAIN_0122,Siguiendo La Luna,Los Fabulosos Cadillacs,H
T2_TRAIN_0123,Luna Llena,Paulo Londra,NR
T2_TRAIN_0124,AM,Nio García & Flow La Movie,S
T2_TRAIN_0125,3 de Abril,Anuel AA,S
T2_TRAIN_0126,El avión de la muerte,Los Tigres Del Norte,NR
T2_TRAIN_0127,Contigo en la Distancia,Luis Miguel,NR
T2_TRAIN_0128,Follarte,Estopa,S
T2_TRAIN_0129,Azuquita pa’l cafe,El Gran Combo de Puerto Rico,S
T2_TRAIN_0130,Desacato Escolar,"Leo RD, Tokischa & Yomel El Meloso",S
T2_TRAIN_0131,Rap vs. Racismo,"El Chojin (Ft. El Santo, Gitano Antón, Kase.O, Langui, Locus, Lírico, Nach, Nerviozzo, OSE, Sho-Hai, Titó, Xhelazz & Zatu)",NR
T2_TRAIN_0132,Me Voy Pa’L Pueblo,Los Panchos,NR
T2_TRAIN_0133,La Entalladita,Chalino Sánchez,S
T2_TRAIN_0134,Quien Me Atraca a Mi (Remix),Yailin la Mas Viral & Haraca Kiko,NR
T2_TRAIN_0135,¿Por Qué No Se Van?,Los Prisioneros,NR
T2_TRAIN_0136,Rompe,Daddy Yankee,S
T2_TRAIN_0137,La Fundillo Loco,El Gran Martín Elías,V
T2_TRAIN_0138,La Jeepeta,"Nio García, Brray & Juanka",S
T2_TRAIN_0139,Pásame La Botella,"IAmChino, Deorro & Pitbull (Ft. Mariah Angeliq)",S
T2_TRAIN_0140,Lloraras,RKM & Ken-Y,NR
T2_TRAIN_0141,Mujer Argentina,Nanu,H
T2_TRAIN_0142,#Adicta,"Neftali (Ft. Alex Carter, Bryant Myers & Nio García)",S
T2_TRAIN_0143,Nunca Voy A Olvidarte,Cristian Castro,NR
T2_TRAIN_0144,Sauceboy (Freestyle),Eladio Carrión,V
T2_TRAIN_0145,Incondicional,Prince Royce,NR
T2_TRAIN_0146,"Tú Si Quieres, Tú No Quieres",Omega El Fuerte,S
T2_TRAIN_0147,Te Hice Mujer,Wisin & Yandel,S
T2_TRAIN_0148,Niña de Mis Ojos,The Change (RD) & Leon Leiden,NR
T2_TRAIN_0149,Nada será igual,La Quinta Estación,NR
T2_TRAIN_0150,El Teléfono,"Anonimus, Noriel & Ele A El Dominio (Ft. Lyanno)",S
T2_TRAIN_0151,Solín,Maldita Vecindad y Los Hijos del Quinto Patio,NR
T2_TRAIN_0152,Lléname De Ti,Marcos Vidal,NR
T2_TRAIN_0153,No Era Necesarío (Versíón Demo),Reyli Barba,NR
T2_TRAIN_0154,Hasta Que Salga El Sol,Banda Los Recoditos,NR
T2_TRAIN_0155,Nada Que Hacer,Violadores del Verso,NR
T2_TRAIN_0156,Gasolina,Daddy Yankee,S
T2_TRAIN_0157,Préndete Un Blunt (Remix),"MC Davo, C-Kan & Dharius (Ft. Zimple)",S
T2_TRAIN_0158,Noviembre Sin Ti,Reik,NR
T2_TRAIN_0159,Stripper,Luar La L & Alura El Sol,V
T2_TRAIN_0160,Desnudarte,Brytiago & Jay Wheeler,V
T2_TRAIN_0161,Volvere,K-Paz De La Sierra,NR
T2_TRAIN_0162,Clavado en un Bar,Maná,H
T2_TRAIN_0163,Cuatro milpas,Antonio Aguilar,NR
T2_TRAIN_0164,Belleza de Cantina,Cardenales De Nuevo León,NR
T2_TRAIN_0165,Viajera,Frankie Ruiz,S
T2_TRAIN_0166,El Tamarindo,Kinito Mendez,S
T2_TRAIN_0167,Ella y Yo,"Pepe Quintana (Ft. Almighty, Anuel AA, Bryant Myers, Farruko & Tempo)",S
T2_TRAIN_0168,Amor de pobre,José Alfredo Jiménez,NR
T2_TRAIN_0169,Blunt De Guayaba,Simpson Ahuevo,S
T2_TRAIN_0170,Sueño Contigo,Draco Rosa,S
T2_TRAIN_0171,EL PADRINO,Feid,S
T2_TRAIN_0172,Adictiva,Daddy Yankee & Anuel AA,V
T2_TRAIN_0173,De Qué Me Sirve La Vida,Camila,NR
T2_TRAIN_0174,Vas A Quedarte,Aitana,V
T2_TRAIN_0175,Luna Llena,Elvis Crespo,NR
T2_TRAIN_0176,Tu Juguete,J Álvarez,NR
T2_TRAIN_0177,Pa Mí (Remix),"Dalex, Rafa Pabön & KHEA (Ft. Cazzu, Feid, Lenny Tavárez & Sech)",S
T2_TRAIN_0178,Solo Importas Tú,CNCO,NR
T2_TRAIN_0179,El Peor De Mis Fracasos,Marco Antonio Solís,NR
T2_TRAIN_0180,Genio y Figura,Andy Montañez,NR
T2_TRAIN_0181,La Santa,Bad Bunny & Daddy Yankee,S
T2_TRAIN_0182,Quiero Saber de Ti,Los Inquietos del Vallenato,NR
T2_TRAIN_0183,Mía,Armando Manzanero,S
T2_TRAIN_0184,Mujer paseada,Ramón Ayala y Sus Bravos Del Norte,V
T2_TRAIN_0185,El Sancho,La Sombra (Grupo),S
T2_TRAIN_0186,Mátalas,Alejandro Fernández,V
T2_TRAIN_0187,Desvelado,Bobby Pulido,NR
T2_TRAIN_0188,La Voz de la Experiencia,Celia Cruz (Ft. La India),NR
T2_TRAIN_0189,Ciudad oscura,Tren Loco,NR
T2_TRAIN_0190,Muriendo Lento,C.R.O (Bardero$) & Franky Style,S
T2_TRAIN_0191,Me Compré Un Full (Real G Remix),"Ñengo Flow, Casper Mágico, Sinfónico, Darell, Ele A El Dominio, Jon Z & Mackie",V
T2_TRAIN_0192,No soy monedita de oro,Banda Machos,V
T2_TRAIN_0193,La Enorme Distancia,José Alfredo Jiménez,S
T2_TRAIN_0194,El Señorón,Los Inquietos del Norte,NR
T2_TRAIN_0195,Despacio,"NATTI NATASHA, Nicky Jam & Manuel Turizo (Ft. DJ Luian, Mambo Kingz & Myke Towers)",S
T2_TRAIN_0196,Bésame,Valentino (Ft. Manuel Turizo),S
T2_TRAIN_0197,Caprichosa María,Emmanuel,NR
T2_TRAIN_0198,El Perdedor,Maluma,NR
T2_TRAIN_0199,Y Te Vas :P,​suei & AG Sixteen,NR
T2_TRAIN_0200,Te Vas a Acordar De Mí,Tex tex,S
T2_TRAIN_0201,El Gran Varón,Willie Colón,NR
T2_TRAIN_0202,Fresa,TINI & Lalo Ebratt,NR
T2_TRAIN_0203,Mala Fama,Danna Paola,NR
T2_TRAIN_0204,La Ausente (EL BOSQUE),Niños Mutantes,NR
T2_TRAIN_0205,Mi Complemento Eres Tú,Dunamai,NR
T2_TRAIN_0206,La Curiosidad,"Jay Wheeler, DJ Nelson & Myke Towers",S
T2_TRAIN_0207,Una Vez Más,Apolo Kidd (Ft. LIT killah),S
T2_TRAIN_0208,La Carcacha,Selena,NR
T2_TRAIN_0209,La Ciudad De La Esperanza,Panteón Rococó,S
T2_TRAIN_0210,La Bebe (David Guetta Remix) [Extended Version],"Yng Lvcas, Peso Pluma & David Guetta",S
T2_TRAIN_0211,Con El Alma Desnuda,Alex Bueno,NR
T2_TRAIN_0212,Que No Quede Huella,Bronco,NR
T2_TRAIN_0213,Bandido,Myke Towers & Juhn,S
T2_TRAIN_0214,Regalame un Beso,Mr. Blacky el Dj,S
T2_TRAIN_0215,No Es Justo,J Balvin & Zion & Lennox,S
T2_TRAIN_0216,Desobediente,Noriel (Ft. Alexis y Fido),V
T2_TRAIN_0217,Voy a Celebrarlo,Lágrimas de Sangre,NR
T2_TRAIN_0218,Ella es todo,Alberto Gambino,S
T2_TRAIN_0219,Cascos Ligeros,Alejandro Fernández,H
T2_TRAIN_0220,La balacera,Cuatro Pesos de Propina,NR
T2_TRAIN_0221,Desacátate,La Materialista (Ft. Yomel El Meloso),S
T2_TRAIN_0222,Dime a Ve,JHAYCO,S
T2_TRAIN_0223,Chico Enamorado,El Ezequiel,S
T2_TRAIN_0224,Bandido,DelaJowy & Morad,S
T2_TRAIN_0225,Canalla,Romeo Santos (Ft. El Chaval de la Bachata),H
T2_TRAIN_0226,Mayor Que Yo 3,"Luny Tunes (Ft. Daddy Yankee, Don Omar, Wisin & Yandel)",S
T2_TRAIN_0227,Mala Mía,Maluma,S
T2_TRAIN_0228,La Joyita,Pandesousa,S
T2_TRAIN_0229,Eslabon Por Eslabon,Lalo Mora,NR
T2_TRAIN_0230,Fanática Sensual,Plan B,S
T2_TRAIN_0231,La Negra Tomasa (Versión Tropical),Caifanes,NR
T2_TRAIN_0232,Linda Eh,Grupo Manía,S
T2_TRAIN_0233,No te decides,Dudi,S
T2_TRAIN_0234,Saboréalo,Vico C,S
T2_TRAIN_0235,Te Va A Doler,Maelo Ruiz,S
T2_TRAIN_0236,CENIZAS QUEDAN,Myke Towers,S
T2_TRAIN_0237,Corazon Salvaje,Mijares,NR
T2_TRAIN_0238,La chismosa,Los Campesinos de Bambamarca,H
T2_TRAIN_0239,Cuál Es el Tabaco Más Caro Que Hay,Kinder Malo (Ft. Cecilio G.),V
T2_TRAIN_0240,El Perro Negro,José Alfredo Jiménez,NR
T2_TRAIN_0241,QUE ME FALTE TODO,Luck Ra & Abel Pintos,NR
T2_TRAIN_0242,DONDE TE ESCONDES?,Yapi,S
T2_TRAIN_0243,Te Busco,Sech (Ft. Alex Rose),S
T2_TRAIN_0244,Idilio,Willie Colón,S
T2_TRAIN_0245,Zorras,Chromazz,S
T2_TRAIN_0246,El Próximo Viernes,Espinoza Paz,NR
T2_TRAIN_0247,Tumbando caña - live version,Banda Maguey,NR
T2_TRAIN_0248,Gas Montana (Remix),"Cazzu, Cumbia Trampa & Obie Wanshot",S
T2_TRAIN_0249,La Mitotera,Banda Los Recoditos,H
T2_TRAIN_0250,Buscándote,Mike Bahía,NR
T2_TRAIN_0251,Eres Divina,Patrulla 81,NR
T2_TRAIN_0252,Mátalos a Todos,Duo Kie,V
T2_TRAIN_0253,La Guitarra,Los Auténticos Decadentes,NR
T2_TRAIN_0254,Lejos de Aquí,Farruko,S
T2_TRAIN_0255,Bandido (Remix),"Cyril Kamer, Rvfv & Cano",S
T2_TRAIN_0256,Oye Cantinero,"Yubeili, DAAZ & Alka Produce",H
T2_TRAIN_0257,Juliana,DLG (Dark Latin Groove) (Ft. Cuco Valoy),V
T2_TRAIN_0258,Peli-Culeo,"Cazzu, De La Ghetto & Randy",S
T2_TRAIN_0259,Cuerpo en Venta,"Noriel (Ft. Almighty, Myke Towers & Rauw Alejandro)",S
T2_TRAIN_0260,Piensa En Mi,Grupo Mojado,NR
T2_TRAIN_0261,Tú Mi Delirio,Astrud Gilberto,NR
T2_TRAIN_0262,Vale la Pena el Placer,Romeo Santos,S
T2_TRAIN_0263,Que Te Cuesta,Hades66,S
T2_TRAIN_0264,La Cuña,Velandia y La Tigra,NR
T2_TRAIN_0265,Pensamiento y palabra,Víctor Manuelle,NR
T2_TRAIN_0266,Deseo Insaciable,Wilser andres,NR
T2_TRAIN_0267,Panchito El F1,Los Tucanes De Tijuana,V
T2_TRAIN_0268,Calientita,La Fiera de Ojinaga,NR
T2_TRAIN_0269,Que ni para odiarle se me da licencia,Bely Basarte,NR
T2_TRAIN_0270,Te Boté,"Nio García, Casper Mágico & Darell",S
T2_TRAIN_0271,Que Sería,Anuel AA,S
T2_TRAIN_0272,Gangster,"Amarion (Ft. Ñengo Flow, Jon Z, Juanka, Kendo Kaponi, Myke Towers, Pacho El Antifeka, Tempo & Yomo)",NR
T2_TRAIN_0273,Tu Perfume,Nfasis (Ft. Niw El Decomputao),V
T2_TRAIN_0274,Caseta De Cobro,El Tri,V
T2_TRAIN_0275,Amiga Mía,Alejandro Sanz,NR
T2_TRAIN_0276,Te Esperaré,Grupo Bryndis,S
T2_TRAIN_0277,Pa’ Que Le De (Remix),"Bad Bunny (Ft. Brray, Joyce Santana, Álvaro Díaz, Myke Towers & Papi Sousa)",S
T2_TRAIN_0278,7 Lágrimas (Remix),"Soge Culebra, Mora & GARABATTO",NR
T2_TRAIN_0279,Se Desvive Por Ella (Remix),"La Sista, Miky Woodz & Darkiel (Ft. Casper Mágico & Pusho)",H
T2_TRAIN_0280,Triste Navidad,DannyLux,NR
T2_TRAIN_0281,La Morena,Oro Sólido,S
T2_TRAIN_0282,Escápate Conmigo,Wisin (Ft. Ozuna),V
T2_TRAIN_0283,La China,Javier rosas,NR
T2_TRAIN_0284,Salomé,Chayanne,S
T2_TRAIN_0285,Almas al Desnudo,Sólo los Solo (Ft. Tremendo),S
T2_TRAIN_0286,Feliz,Estopa,S
T2_TRAIN_0287,El Combo Me Llama (Remix),"Benny Benni (Ft. Christian Ponce, Cosculluela, Daddy Yankee, D.OZi, Farruko & Pusho)",S
T2_TRAIN_0288,Baracunatana,Aterciopelados,H
T2_TRAIN_0289,Viviré Sin Ti,Jhon Alex Castaño,NR
T2_TRAIN_0290,El Hijo de la Sierra,Voces del Rancho,NR
T2_TRAIN_0291,La Misma Gran Señora,Jenni Rivera,NR
T2_TRAIN_0292,Pa’conquistarte,Eyci & Cody,NR
T2_TRAIN_0293,Corazón Partío,Alejandro Sanz,NR
T2_TRAIN_0294,Y Tú Te Vas,Chayanne,NR
T2_TRAIN_0295,Te Vi Venir,Sin Bandera,NR
T2_TRAIN_0296,LA NOCHE DE ANOCHE,Bad Bunny & ROSALÍA,S
T2_TRAIN_0297,Todos Me Miran,Gloria Trevi,NR
T2_TRAIN_0298,A ellas,Los Tigres Del Norte,NR
T2_TRAIN_0299,Altata,Rangy (Ft. Tiago (MEX)),S
T2_TRAIN_0300,Olvídame y pega la vuelta,Pimpinela,NR
T2_TRAIN_0301,Cora Roto,Pablo Chill-E (Ft. Pailita),S
T2_TRAIN_0302,El Rey Lloró,Los Gatos,NR
T2_TRAIN_0303,La Calabaza,La Arrolladora Banda El Limón De René Camacho,V
T2_TRAIN_0304,Vente Vamos A Bella^%#...,Las Guanábanas,S
T2_TRAIN_0305,Cámara Lenta,Paulo Londra,V
T2_TRAIN_0306,7 Vidas,La Matona Records (Ft. 7 Vidas),NR
T2_TRAIN_0307,Agua Nueva,Cristian Castro,S
T2_TRAIN_0308,Siente El Boom,"Boy Wonder CF (Ft. Randy & Tito ""El Bambino"")",S
T2_TRAIN_0309,Milonga,Julio Iglesias,NR
T2_TRAIN_0310,Si Saliera Petróleo,Juan Luis Guerra,NR
T2_TRAIN_0311,Al Mismo Nivel,Conjunto Primavera,H
T2_TRAIN_0312,Seducción,Thalía,V
T2_TRAIN_0313,Saturno,Pablo Alborán,NR
T2_TRAIN_0314,Te Tragas La Gasolina (Daddy Yankee díss),Patota,S
T2_TRAIN_0315,Tú Me Acostumbraste,Natalia Lafourcade (Ft. Los Macorinos & Omara Portuondo),NR
T2_TRAIN_0316,Mi chaqueta de cuero,C.R.O (Bardero$),S
T2_TRAIN_0317,El capado,Los Razos,V
T2_TRAIN_0318,Grita,Jarabe de Palo,NR
T2_TRAIN_0319,Hasta Que Te Conocí,Juan Gabriel,NR
T2_TRAIN_0320,Me Vale,Maná,NR
T2_TRAIN_0321,Otra Vez Me Enamore,Juan Gabriel,NR
T2_TRAIN_0322,La Muerte Chiquita,Café Tacvba,NR
T2_TRAIN_0323,El Sinaloense,Banda El Recodo de Cruz Lizárraga,NR
T2_TRAIN_0324,La Cola de Motora,Don Miguelo,S
T2_TRAIN_0325,Pesadilla En El Parque de Atracciones,Los Planetas,H
T2_TRAIN_0326,El Próximo Tonto,Banda Machos,H
T2_TRAIN_0327,Juego De Seducción,Soda Stereo,V
T2_TRAIN_0328,Dame Tu Mano,Pascal (PE),NR
T2_TRAIN_0329,Que Lío,Willie Colón & Héctor Lavoe,S
T2_TRAIN_0330,"Ciega, Sordomuda",Shakira,H
T2_TRAIN_0331,Por un segundo,Aventura,V
T2_TRAIN_0332,Esta Cobardía,Julio Iglesias,V
T2_TRAIN_0333,Piensa en Mi,Cartel de Santa,S
T2_TRAIN_0334,Mi Nena,Maikel Delacalle,S
T2_TRAIN_0335,La Dueña del Swing,Los Hermanos Rosario,S
T2_TRAIN_0336,Te Quise Tanto,Paulina Rubio,NR
T2_TRAIN_0337,No me importa lo que me cuenten,El Chojin,H
T2_TRAIN_0338,La Escuelita,Banda Los Recoditos,S
T2_TRAIN_0339,Reloj,Rauw Alejandro & Anuel AA,S
T2_TRAIN_0340,Me Gusta Tu Vieja,Banda MS de Sergio Lizárraga,S
T2_TRAIN_0341,Fuego en el 23,Sonora Ponceña,NR
T2_TRAIN_0342,Es Un Secreto,Plan B,S
T2_TRAIN_0343,Me Acostumbré,Arcángel (Ft. Bad Bunny),S
T2_TRAIN_0344,Noche de Sexo,Wisin & Yandel (Ft. Romeo Santos),S
T2_TRAIN_0345,Tattoo (Remix),Rauw Alejandro & Camilo,S
T2_TRAIN_0346,QUEMA,"Ryan Castro, Peso Pluma & SOG",S
T2_TRAIN_0347,Gorra L.A.,Chino Pacas,NR
T2_TRAIN_0348,La Suata,Banda MS de Sergio Lizárraga,H
T2_TRAIN_0349,Enganchado a ti,Bunbury,NR
T2_TRAIN_0350,Relación,Sech,NR
T2_TRAIN_0351,Ruinas,C.R.O (Bardero$),S
T2_TRAIN_0352,Mayor Que Usted,"NATTI NATASHA, Daddy Yankee & Wisin & Yandel",V
T2_TRAIN_0353,Adiós a Mi Amante,Grupo Montéz De Durango,NR
T2_TRAIN_0354,La Cura,Frankie Ruiz,V
T2_TRAIN_0355,No Te Quiero Nada,Ha-Ash,NR
T2_TRAIN_0356,Posdata:,Paulo Londra,NR
T2_TRAIN_0357,Asesina,Bonny Cepeda,NR
T2_TRAIN_0358,Se Te Ve La Tanga,Damas Gratis,S
T2_TRAIN_0359,Barcos hundidos,AMBKOR,NR
T2_TRAIN_0360,Dema Ga Ge Gi Go Gu,El Alfa (Ft. Bad Bunny),S
T2_TRAIN_0361,Enloquéceme,OV7,NR
T2_TRAIN_0362,La Bella Y La Bestia,Anuel AA,V
T2_TRAIN_0363,Solo Una Noche,Óscar Maydon,S
T2_TRAIN_0364,Hociquito de Ratón,Bersuit Vergarabat,NR
T2_TRAIN_0365,Culpables,KAROL G & Anuel AA,S
T2_TRAIN_0366,Noche de ronda,Agustín Lara,NR
T2_TRAIN_0367,Muerte entre Las Flores,Mi.amargo,H
T2_TRAIN_0368,Labios Compartidos,Maná,S
T2_TRAIN_0369,Hechicera,Maná,S
T2_TRAIN_0370,"Calle Luna, Calle Sol",Willie Colón & Héctor Lavoe,NR
T2_TRAIN_0371,Que Grosero!,Las Ultrasónicas,V
T2_TRAIN_0372,Morena Ven,Los Hermanos Rosario,S
T2_TRAIN_0373,El Corrido De Cheo,Empresarios del Corrido,NR
T2_TRAIN_0374,Te Haré el Amor / Tarjetita de Invitación / Pastorcita / Nunca Me Faltes (Mix Ídolos),Jordan (CHL),S
T2_TRAIN_0375,De Rodillas,Reik,NR
T2_TRAIN_0376,Ignorantes,Bad Bunny & Sech,S
T2_TRAIN_0377,Que La Detengan,David Civera,NR
T2_TRAIN_0378,Por Tu Maldito Amor,Vicente Fernández,NR
T2_TRAIN_0379,Ven Devórame Otra Vez,Lalo Rodríguez,S
