id,song_title,song_artist,label
T1_TRAIN_0167,Un besito más,Jesse & Joy (Ft. Juan Luis Guerra),NM
T1_TRAIN_0168,My Blood (Cumbia Remix),"Los Perros Chatos, Polimá Westcoast & Pablo Chill-E",M
T1_TRAIN_0169,Ojos Negros,Ricardo Montaner,NM
T1_TRAIN_0170,Cada Vez Me Gusta Más,La Energía Norteña,NM
T1_TRAIN_0171,DONDE TE ESCONDES?,Yapi,M
T1_TRAIN_0172,Me Voy Pa’L Pueblo,Los Panchos,NM
T1_TRAIN_0173,No Llores,D.OZi (Ft. Divino),M
T1_TRAIN_0174,Mía,Armando Manzanero,M
T1_TRAIN_0175,Se Te Olvida,Ramona,NM
T1_TRAIN_0176,Zorras,Chromazz,M
T1_TRAIN_0177,La rajita de canela,Mike laure,NM
T1_TRAIN_0178,Crímenes Perfectos,Andrés Calamaro,NM
T1_TRAIN_0179,El Pompo,Krisspy,NM
T1_TRAIN_0180,No sé tú,Armando Manzanero,NM
T1_TRAIN_0181,Alta Gama,Equipo Crema,M
T1_TRAIN_0182,La Raja De Tu Falda,Estopa,M
T1_TRAIN_0183,Te quiero ver hoy,Angel y Khriz,M
T1_TRAIN_0184,La Cosquillita,Juan Luis Guerra,NM
T1_TRAIN_0185,Tú Te Imaginas,De La Ghetto,M
T1_TRAIN_0186,Señora De Las Cuatro Décadas,Ricardo Arjona,M
T1_TRAIN_0187,Grito Mundial,Daddy Yankee,NM
T1_TRAIN_0188,Empecé de Cero,Miky Woodz,NM
T1_TRAIN_0189,Siguiendo La Luna,Los Fabulosos Cadillacs,M
T1_TRAIN_0190,La Pipa De La Paz,Aterciopelados,NM
T1_TRAIN_0191,El Boom,Chimbala,M
T1_TRAIN_0192,La Deuda,"Tali, Messiah & Lápiz Conciente",NM
T1_TRAIN_0193,Contrabando y Traición,Los Tigres Del Norte,NM
T1_TRAIN_0194,Nadie Simplemente Nadie,José José,NM
T1_TRAIN_0195,Dos Locos,Monchy & Alexandra,NM
T1_TRAIN_0196,Bolero Falaz,Aterciopelados,NM
T1_TRAIN_0197,Pásame La Botella,"IAmChino, Deorro & Pitbull (Ft. Mariah Angeliq)",M
T1_TRAIN_0198,No Me Digas Que No,Nikki Clan,NM
T1_TRAIN_0199,Cuanto te amo,Costumbre,NM
T1_TRAIN_0200,Pa’ Las Mujeres,Binomio De Oro De América,NM
T1_TRAIN_0201,La Parcela,Antony Santos,M
T1_TRAIN_0202,Quién Manda,Mala Rodríguez,NM
T1_TRAIN_0203,Si te vas,LIT killah,NM
T1_TRAIN_0204,El Perro Negro,José Alfredo Jiménez,NM
T1_TRAIN_0205,Ser o No Ser,Nach (Ft. Lírico),NM
T1_TRAIN_0206,Avengers en el Juego,Tiro Loko & Kodigo,NM
T1_TRAIN_0207,Enamoradisimo,Mercurio,NM
T1_TRAIN_0208,Me Compré Un Full (Real G Remix),"Ñengo Flow, Casper Mágico, Sinfónico, Darell, Ele A El Dominio, Jon Z & Mackie",M
T1_TRAIN_0209,La Carta,Kenia OS,NM
T1_TRAIN_0210,Perdidos,Monchy & Alexandra,NM
T1_TRAIN_0211,Sígueme y Te Sigo,Daddy Yankee,NM
T1_TRAIN_0212,Te quiero para mí,Trigo limpio,M
T1_TRAIN_0213,Me gustas,Joan Sebastian,NM
T1_TRAIN_0214,Dile,Tony Vega,NM
T1_TRAIN_0215,Vas A Quedarte,Aitana,M
T1_TRAIN_0216,La Piñata,Los Tucanes De Tijuana,NM
T1_TRAIN_0217,Te Olvidaré,TINI,NM
T1_TRAIN_0218,Como Quisiera Olvidarte,Raulin Rodriguez,M
T1_TRAIN_0219,Que Te Cuesta,Hades66,M
T1_TRAIN_0220,Payaso,Andy Montañez,NM
T1_TRAIN_0221,Mi Credo,K-Paz De La Sierra,NM
T1_TRAIN_0222,Mujer paseada,Ramón Ayala y Sus Bravos Del Norte,M
T1_TRAIN_0223,Linda Eh,Grupo Manía,M
T1_TRAIN_0224,Te Equivocaste Conmigo,Franco De Vita,NM
T1_TRAIN_0225,Intentalo,Maluma,M
T1_TRAIN_0226,Sobreviviré,Rubby Pérez,NM
T1_TRAIN_0227,Me Robaste El Corazón,Los Tucanes De Tijuana,NM
T1_TRAIN_0228,Alma Enamorada,Chalino Sánchez,NM
T1_TRAIN_0229,Moviendo Caderas,Yandel (Ft. Daddy Yankee),M
T1_TRAIN_0230,Enganchado a ti,Bunbury,NM
T1_TRAIN_0231,Media vuelta,José Alfredo Jiménez,M
T1_TRAIN_0232,Krippy Kush,"Rvssian, Farruko & Bad Bunny",M
T1_TRAIN_0233,Algo de Ti,Young Cister,NM
T1_TRAIN_0234,Soy Malandrin,Los Titanes De Durango,NM
T1_TRAIN_0235,Me dediqué a perderte,Alejandro Fernández,NM
T1_TRAIN_0236,Hasta Mi Último Día,La Original Banda El Limón De Salvador Lizárraga,NM
T1_TRAIN_0237,Quítate Que Ma’sturbas (Perra Arrabalera),Molotov,M
T1_TRAIN_0238,Chivirika,El Villanord & Yailin la Mas Viral,M
T1_TRAIN_0239,Ignorantes,Bad Bunny & Sech,M
T1_TRAIN_0240,Banda De Camión,El Alfa,M
T1_TRAIN_0241,Desesperado,José José,M
T1_TRAIN_0242,Caprichosa María,Emmanuel,NM
T1_TRAIN_0243,Lindo Pero Bruto,Thalía & Lali,NM
T1_TRAIN_0244,Por ella,José José,NM
T1_TRAIN_0245,Me Matas,Eslabon Armado,NM
T1_TRAIN_0246,Sabor a Mí,Álvaro Carrillo,NM
T1_TRAIN_0247,Pura Falsedad,"Mark B (Ft. DJ Luian, Farruko, Justin Quiles & KEVIN ROLDAN)",M
T1_TRAIN_0248,Ya No Hables,Grupo Niche,NM
T1_TRAIN_0249,La Malagueña,Gaby Moreno,NM
T1_TRAIN_0250,La Ausente (EL BOSQUE),Niños Mutantes,NM
T1_TRAIN_0251,El Peor De Mis Fracasos,Marco Antonio Solís,NM
T1_TRAIN_0252,Vente Pa’ Ca,Ricky Martin (Ft. Maluma),NM
T1_TRAIN_0253,Solín,Maldita Vecindad y Los Hijos del Quinto Patio,NM
T1_TRAIN_0254,El muchacho alegre,El as de la sierra,NM
T1_TRAIN_0255,Vine a Buscarte,Fonseca,NM
T1_TRAIN_0256,Tattoo (Remix),Rauw Alejandro & Camilo,M
T1_TRAIN_0257,Sabrá Dios,Andrés Cepeda,NM
T1_TRAIN_0258,La Niña Fresa,Banda Zeta,NM
T1_TRAIN_0259,Me Acostumbré,Arcángel (Ft. Bad Bunny),M
T1_TRAIN_0260,Feliz,Estopa,M
T1_TRAIN_0261,Lloran Las Rosas,Cristian Castro,NM
T1_TRAIN_0262,Déjate Caer,Café Tacvba,NM
T1_TRAIN_0263,El Baile del Perrito,Wilfrido Vargas,M
T1_TRAIN_0264,Es Temprano (Para Llorar),Caro Valenzuela,NM
T1_TRAIN_0265,El Mechón,Banda MS de Sergio Lizárraga,NM
T1_TRAIN_0266,Abuso de Autoridad,Three souls in my mind,NM
T1_TRAIN_0267,Qué Chimba,Maluma,NM
T1_TRAIN_0268,La Mujer Policía,Eladio Romero Santos,M
T1_TRAIN_0269,AM,Nio García & Flow La Movie,M
T1_TRAIN_0270,Canción de la propiedad social y privada,Inti-Illimani,NM
T1_TRAIN_0271,Desacato Escolar,"Leo RD, Tokischa & Yomel El Meloso",M
T1_TRAIN_0272,Que de Raro Tiene,Vicente Fernández,NM
T1_TRAIN_0273,Nadie como tú (a dueto con leonel garcia) - en vivo,Presuntos Implicados,NM
T1_TRAIN_0274,Piel Morena,Thalía,NM
T1_TRAIN_0275,Cal y arena,Rozalén,M
T1_TRAIN_0276,Punto Final,Gepe,NM
T1_TRAIN_0277,El Sancho,La Sombra (Grupo),M
T1_TRAIN_0278,Culpable Tú,Chuy Lizárraga y Su Banda Tierra Sinaloense,NM
T1_TRAIN_0279,Dragon Ball Rap,Porta,NM
T1_TRAIN_0280,Dos Gardenias,Buena Vista Social Club,NM
T1_TRAIN_0281,Pero Te Vas A Arrepentir (feat. Jose Manuel Zamacona),K-Paz De La Sierra,NM
T1_TRAIN_0282,Me Recordarás,Rubén Blades,NM
T1_TRAIN_0283,En el Amor No Se Manda,Carlos Rivera (Ft. Yuridia),NM
T1_TRAIN_0284,Te Boté,"Nio García, Casper Mágico & Darell",M
T1_TRAIN_0285,Llorando por Dentro,Amaury Gutiérrez,NM
T1_TRAIN_0286,La Hookah,"Gotay ""El Autentiko"" & Eladio Carrión",NM
T1_TRAIN_0287,Nana,FERNANDOCOSTA & Natos y Waor,M
T1_TRAIN_0288,No Fue Suficiente,Paty Cantú,NM
T1_TRAIN_0289,Niebla Gris,Laura Pausini,NM
T1_TRAIN_0290,Ya no quiero,Jesse & Joy,NM
T1_TRAIN_0291,Busco algo barato,Mecano,NM
T1_TRAIN_0292,Pa’ Bravo Yo,Justo Betancourt,NM
T1_TRAIN_0293,Dueles,Jesse & Joy,NM
T1_TRAIN_0294,Peli-Culeo,"Cazzu, De La Ghetto & Randy",M
T1_TRAIN_0295,Como Quien Pierde Una Estrella,Alejandro Fernández,NM
T1_TRAIN_0296,Que Bonita Es Mi Tierra,Patrulla 81,NM
T1_TRAIN_0297,Busca Otro Amor,Antonio Aguilar,NM
T1_TRAIN_0298,Un buen perdedor,Franco De Vita,NM
T1_TRAIN_0299,Los chicos no lloran,Miguel Bosé,NM
T1_TRAIN_0300,El Cocodrilo,Banda MS de Sergio Lizárraga,M
T1_TRAIN_0301,Ella Ya no cree en el Amor (cover),Wilmar Ayala,NM
T1_TRAIN_0302,Sin Autorización,Banda Los Recoditos,NM
T1_TRAIN_0303,Nunca Voy A Olvidarte,Cristian Castro,NM
T1_TRAIN_0304,La Rueda,Frankie Ruiz,M
T1_TRAIN_0305,Dámaso,Gerardo Ortiz,NM
T1_TRAIN_0306,Cuéntale,Don Omar,NM
T1_TRAIN_0307,Bandido,Myke Towers & Juhn,M
T1_TRAIN_0308,Dile Al Amor,Aventura,NM
T1_TRAIN_0309,Me dejaste solo,Café Quijano,NM
T1_TRAIN_0310,La tequilera,Jenni Rivera,NM
T1_TRAIN_0311,Regalame Esta Noche,The Breeders,NM
T1_TRAIN_0312,El Color de Tus Ojos,Banda MS de Sergio Lizárraga,NM
T1_TRAIN_0313,Mujeres de El Hierro,José Antonio Ramos (Ft. Luis Morera Felipe),NM
T1_TRAIN_0314,El Amar y El Querer,José José,M
T1_TRAIN_0315,Déjate Llevar,Alex Rose (Ft. Lyanno),M
T1_TRAIN_0316,El Adios,Mda & IAMTOMMY,M
T1_TRAIN_0317,El Gavilán,"Luis R Conriquez, Tony Aguirre & Peso Pluma",NM
T1_TRAIN_0318,No Es Una Novela,Monchy & Alexandra,NM
T1_TRAIN_0319,Mi Enemigo El Amor,Pancho Barraza,NM
T1_TRAIN_0320,Asi Es La Mujer,Víctor Manuelle,NM
T1_TRAIN_0321,La Descarada,Reyli,M
T1_TRAIN_0322,Yo Tomo,Bersuit Vergarabat,M
T1_TRAIN_0323,Sangre De Indio,Banda Machos,NM
T1_TRAIN_0324,Hacerte de To’,De La Ghetto,M
T1_TRAIN_0325,Choca,Plan B,M
T1_TRAIN_0326,Guaro (Remix),"Pipe Bueno (Ft. Alzate, Carín León, Darío Gómez, El Charrito Negro, Jessi Uribe, Jhon Alex Castaño, Jhonny Rivera, Juan Pablo Navarrete, Luis Alberto Posada Hernández & Yeison Jimenez)",M
T1_TRAIN_0327,Oye Mi Amor,Maná,NM
T1_TRAIN_0328,Por Eso Es Que Te Amo,Palomo,NM
T1_TRAIN_0329,Solo Importas Tú,CNCO,NM
T1_TRAIN_0330,Suavemente,Elvis Crespo,NM
T1_TRAIN_0331,Amanecí En Tus Brazos,José Alfredo Jiménez,NM
T1_TRAIN_0332,Te Hice Mujer,Wisin & Yandel,M
T1_TRAIN_0333,El Tumbero (Telephunken vs Macaco),Telephunken (ESP) (Ft. Macaco),NM
T1_TRAIN_0334,Sola,Anuel AA,M
T1_TRAIN_0335,No Es Justo,J Balvin & Zion & Lennox,M
T1_TRAIN_0336,Habla Ahora,María José,NM
T1_TRAIN_0337,Pa Jamaica,El Alfa (Ft. Big O),NM
T1_TRAIN_0338,El katch,El Komander,M
T1_TRAIN_0339,La Pastilla,La Vela Puerca & Arquero,NM
T1_TRAIN_0340,Te vas a arrepentir,Triple XXX (Ft. Toteking),NM
T1_TRAIN_0341,Que Te Vaya Bonito,José Alfredo Jiménez,NM
T1_TRAIN_0342,Dile,Don Omar,NM
T1_TRAIN_0343,Un Tonto Taxista Enamorado,Joel Gonzales,NM
T1_TRAIN_0344,Desmoronando Comodidades,Triángulo Ozcuro,NM
T1_TRAIN_0345,El Sobrino,Efecto Elegante,NM
T1_TRAIN_0346,Paquito,Los Fabulosos Cadillacs,NM
T1_TRAIN_0347,Pesadilla En El Parque de Atracciones,Los Planetas,M
T1_TRAIN_0348,Porque te fuiste,El Polaco,NM
T1_TRAIN_0349,Triste,Bryant Myers & Bad Bunny,NM
T1_TRAIN_0350,"Calle Luna, Calle Sol",Willie Colón & Héctor Lavoe,NM
T1_TRAIN_0351,Señor Mentira,Daniela Darcourt,NM
T1_TRAIN_0352,Inevitable,Dulce María,M
T1_TRAIN_0353,Tú Me Dijiste Adiós,Los Sacrificio (Ft. Carlo F. Golda & Miquel C. Bosch),NM
T1_TRAIN_0354,Adiós a Mi Amante,Grupo Montéz De Durango,NM
T1_TRAIN_0355,Que Tu Sabes De Esto,PJ Sin Suela (Ft. Myke Towers),NM
T1_TRAIN_0356,Fanática Sensual,Plan B,M
T1_TRAIN_0357,"El Perro, El Gato Y Yo - En Vivo","Guardianes Del Amor (Ft. El Mimoso Luis Antonio López & Gerardo ""Quirri"" Padilla)",NM
T1_TRAIN_0358,No Era Necesarío (Versíón Demo),Reyli Barba,NM
T1_TRAIN_0359,Nube Viajera,Alejandro Fernández,NM
T1_TRAIN_0360,Dos Caminos,Kitty110,NM
T1_TRAIN_0361,Juana Mayo,Rubén Blades (Ft. Boca Livre),NM
T1_TRAIN_0362,RETORCIDO,D PAIN,NM
T1_TRAIN_0363,Siempre Fuiste Tú (En Vivo),Miel San Marcos,NM
T1_TRAIN_0364,Nadie Se Meta,Ala Jaza,NM
T1_TRAIN_0365,Hermoso Cariño,Vicente Fernández,NM
T1_TRAIN_0366,Muriendo Lento,C.R.O (Bardero$) & Franky Style,M
T1_TRAIN_0367,Hasta Que Se Seque el Malecón,Jacob Forever,NM
T1_TRAIN_0368,Te Seguiré,Camino de Vida,NM
T1_TRAIN_0369,Me Quiero Morir,Antony Santos,NM
T1_TRAIN_0370,Mami Tu Quiere,Andy Boy,M
T1_TRAIN_0371,Diosa,Myke Towers,M
T1_TRAIN_0372,Juego De Seducción,Soda Stereo,M
T1_TRAIN_0373,Ella No Es Tuya (Remix),"Rochy RD, Myke Towers & NICKI NICOLE",NM
T1_TRAIN_0374,Idilio,Willie Colón,M
T1_TRAIN_0375,China,"Anuel AA, Daddy Yankee & KAROL G (Ft. J Balvin & Ozuna)",M
T1_TRAIN_0376,Clemencia,Ana Gabriel,NM
T1_TRAIN_0377,La 40,"Lil Troca, Lucho SSJ & Franux BB (Ft. MC Buzzz)",M
T1_TRAIN_0378,Hechizo,Myke Towers,M
T1_TRAIN_0379,Se Me Va La Vida,Yuridia,NM
T1_TRAIN_0380,De Qué Manera Te Olvido,Vicente Fernández,NM
T1_TRAIN_0381,La cumbia de los trapos,Yerba Brava,NM
T1_TRAIN_0382,"Sí, sí",Los Ronaldos,M
T1_TRAIN_0383,Si El Norte Fuera El Sur,Ricardo Arjona,M
T1_TRAIN_0384,Gotas de Lluvia,Grupo Niche,NM
T1_TRAIN_0385,Víveme,Laura Pausini,NM
T1_TRAIN_0386,Ahora Que No Estás,Los Bunkers,NM
T1_TRAIN_0387,Si nos dejan,José Alfredo Jiménez,NM
T1_TRAIN_0388,Claro que sí,Franky Style & C.R.O (Bardero$),M
T1_TRAIN_0389,Porque Aún Te Amo,Luciano Pereyra,NM
T1_TRAIN_0390,El Extraño del Pelo Largo,La Joven Guardia,NM
